市,acc_median,gini,count
漯河市,0.22333677539976518,0.41331253390006856,396
漳州市,0.22413854587393528,0.43154940479516046,1524
潍坊市,0.3240162535136928,0.3296799467069129,2313
潜江市,0.2407328361437375,0.4164275163483544,142
潮州市,0.21065196558293567,0.46457085366610784,714
澄迈县,0.2797144484888558,0.2139781497952964,2
澳门特别行政区,0.33932698901088787,0.33470677715810054,1042
濮阳市,0.18987583460360777,0.46081681180277656,611
烟台市,0.23600380487343398,0.38853192243893103,2507
焦作市,0.3195279918902434,0.3426184330037168,686
牡丹江市,0.2828423988582979,0.36440652106569094,477
玉林市,0.43509216727882843,0.2648497589342236,605
玉树藏族自治州,0.3397046863004456,0.357935189396989,100
玉溪市,0.302045829484509,0.39569694749879863,537
珠海市,0.25310008483163715,0.36293836986481925,2049
甘南藏族自治州,0.27833537187267704,0.3936933103913448,273
甘孜藏族自治州,0.3355361758481938,0.3107072146764491,706
白城市,0.43621567896260394,0.2800805633581302,223
白山市,0.37114599311766716,0.34525186720197193,249
白沙黎族自治县,0.22999773895636175,0.0,1
白银市,0.3477832622169607,0.41374424755035727,357
百色市,0.3567376850373212,0.34012934630204256,507
益阳市,0.36120489125440114,0.3502145225579151,446
盐城市,0.2307924542943678,0.40960437469387145,1651
盘锦市,0.27833224681236346,0.38676430237063725,488
眉山市,0.28459709272388956,0.39795950152787296,489
石嘴山市,0.21769385149133366,0.4649094621864281,177
石家庄市,0.35455664294320877,0.2999561367536904,3857
石河子市,0.3136013525061033,0.3326247239290933,49
神农架林区,0.3502182592124028,0.2956223498943529,74
福州市,0.2492860612209815,0.37464047646900334,4703
秦皇岛市,0.28541275846623837,0.3351732778035346,1192
红河哈尼族彝族自治州,0.2602266223738118,0.420443457617771,651
绍兴市,0.2889455766496292,0.34670754594281916,2281
绥化市,0.3864640887569129,0.3514355729845,323
绵阳市,0.33182380419942104,0.31924191624553794,1141
聊城市,0.2172928237514983,0.44481041404177163,883
肇庆市,0.26589003167761127,0.36432172197062695,871
胡杨河市,0.291650928862927,0.35061685031351114,9
自贡市,0.23524744027559727,0.4509903148258072,433
舟山市,0.33056645993267664,0.3367474070983592,842
芜湖市,0.37582535342932116,0.3032615020954062,1132
苏州市,0.30340800577451144,0.33196787010858203,7787
茂名市,0.31150686208243816,0.35829193459678854,816
荆州市,0.29433242061571785,0.3595360919790438,545
荆门市,0.32260255622933515,0.36222321772531624,411
莆田市,0.3670027331527498,0.2910987685747719,941
菏泽市,0.3451713618072828,0.3360538441450688,843
萍乡市,0.26584203075119345,0.40033047732606863,353
营口市,0.20545466527503972,0.4528961791051336,647
葫芦岛市,0.3188179531864964,0.36458675341263524,525
蚌埠市,0.34122114556810945,0.3199096598255013,687
衡水市,0.27353917930616056,0.3981490167034727,460
衡阳市,0.37911367689396397,0.30215696426043326,821
衢州市,0.2564212889308763,0.3976912850496711,799
襄阳市,0.21428815076130958,0.42659147292763455,834
西双版纳傣族自治州,0.3092305031487107,0.340385718796751,840
西宁市,0.36233226301267607,0.28517170318197155,1038
西安市,0.3093541905358772,0.30126645646340716,10238
许昌市,0.21989989906805196,0.43655584119955043,718
贵港市,0.3422261549647908,0.3483226830222699,502
贵阳市,0.20452979742509023,0.437763810854079,2643
贺州市,0.41939939440831203,0.2837824435437475,353
资阳市,0.3343959788423916,0.34863439997335094,234
赣州市,0.2817599229665132,0.368459486559937,1538
赤峰市,0.34838002373445803,0.32257351772659154,913
辽源市,0.3205790871763825,0.34424447127151825,187
辽阳市,0.25552633165820093,0.39811165826497136,449
达州市,0.39334379153517657,0.3320270002005771,507
运城市,0.25521057556410826,0.39800850184486664,799
连云港市,0.19244716423026959,0.4546027839501573,998
迪庆藏族自治州,0.3964766519993835,0.23959076620160086,345
通化市,0.35204865453903256,0.3473680672706971,387
通辽市,0.31410001213023403,0.353986268175505,584
遂宁市,0.224779498244316,0.4666176993331122,442
遵义市,0.23368951020754697,0.4096233656024968,1055
邢台市,0.27736633817032663,0.36476140941939983,966
那曲市,0.33530957147472934,0.34894443848457296,121
邯郸市,0.2909273148971775,0.34075250115337774,1357
邵阳市,0.4773389376414964,0.2635144515505637,502
郑州市,0.21270415519019512,0.44396539950734576,7638
郴州市,0.32200003460066773,0.3262700860436775,680
鄂尔多斯市,0.37202007998754366,0.3160687485383646,675
鄂州市,0.24635148458365236,0.44250965149216975,193
酒泉市,0.3142318146740231,0.3493403567134346,437
重庆市,0.2340024162466335,0.39213271333328675,10818
金华市,0.23910628475129567,0.3902359033322865,2857
金昌市,0.23146938735917597,0.42906620234508264,126
钦州市,0.3765021114907517,0.3156686038376231,440
铁岭市,0.49330502078690114,0.29355984546513136,361
铁门关市,0.2542403768392729,0.4556755662959482,4
铜仁市,0.3016977727670143,0.3844569329991004,392
铜川市,0.3141555632023697,0.3602553815975509,213
铜陵市,0.2697572563150468,0.4127811152863168,412
银川市,0.23863430564209887,0.39937257022090433,1455
锡林郭勒盟,0.37536590456195795,0.3202937836574559,385
锦州市,0.40910469572062735,0.28375175986651724,678
镇江市,0.24350729969088397,0.4100761854664813,991
长春市,0.37687297364839134,0.29356941547303084,4159
长沙市,0.3691425244507218,0.29288510917926613,7047
长治市,0.20474968666895266,0.4420108040691138,708
阜新市,0.271011480521574,0.4295767651569163,321
阜阳市,0.38137956062552003,0.3123066935139109,904
防城港市,0.4451802919796352,0.26047387570032593,289
阳江市,0.3016684222005484,0.3433646474971251,507
阳泉市,0.21172708633276613,0.4552303547068111,433
阿克苏地区,0.3294187577820252,0.34856399611748046,389
阿勒泰地区,0.317012718345464,0.3172822505135375,323
阿坝藏族羌族自治州,0.3291295772008399,0.3298069094376424,584
阿拉善盟,0.3586013210054953,0.3441129201007371,219
阿拉尔市,0.34601457808135694,0.0,1
阿里地区,0.23402474167751433,0.39842237116402635,88
陇南市,0.27437592545536127,0.39733514928423536,349
陵水黎族自治县,0.45856485030161076,0.23901249914146527,3
随州市,0.3119865913412128,0.398924456095414,233
雅安市,0.3310888450147087,0.33542163195874514,412
青岛市,0.19757767324909362,0.4218310453773573,7013
鞍山市,0.41610229077421196,0.296456313448668,817
韶关市,0.2707229849536096,0.3792019436196822,651
香港特别行政区,0.26256946759072447,0.3634581301106655,3313
马鞍山市,0.35063846732241927,0.351056019284855,514
驻马店市,0.2827417219152329,0.37468850374995527,696
鸡西市,0.4798610113175184,0.29611480293112596,240
鹤壁市,0.3518219901644101,0.3029177549829192,363
鹤岗市,0.23580735108187584,0.4237303864265981,166
鹰潭市,0.4001784234435724,0.2991080578168037,253
黄冈市,0.3301652721897532,0.3816963245082586,581
黄南藏族自治州,0.3058083321008095,0.39615049090696425,88
黄山市,0.41199727654743723,0.2850397512337499,660
黄石市,0.24976962055367663,0.4068181548089083,373
黑河市,0.2453071944288524,0.42841668923735915,253
黔东南苗族侗族自治州,0.33403634690149514,0.3546946963107021,391
黔南布依族苗族自治州,0.32889728771765286,0.36044060164413455,415
黔西南布依族苗族自治州,0.29358236613966643,0.4134596602682738,351
齐齐哈尔市,0.2150459303864564,0.4342817527446087,580
龙岩市,0.24309249168508942,0.4099334172421711,711
